"hpl_id";"linje";"lan_kod";"lan";"kommun_kod";"kommun";"tatort_pop";"tatort_kod";"tatort";"y_wgs84";"x_wgs84";"x_sweref99tm";"y_sweref99tm"
105005;"579";"01";"Stockholms";"0139";"Upplands-Bro";NA;NA;NA;59,5830195943738;17,5762259043448;645476,436963056;6607795,65761251
105112;"SL-pendeln Bålst";"03";"Uppsala";"0305";"Håbo";NA;NA;NA;59,5684548514401;17,5333465306242;643117,715177231;6606081,35464663
191001;"579";"01";"Stockholms";"0139";"Upplands-Bro";NA;NA;NA;59,6259518588046;17,6027514083254;646786,434039964;6612632,62828203
191002;"183";"01";"Stockholms";"0191";"Sigtuna";9592;"T0300";"Sigtuna";59,6223886102544;17,698997312669;652228,581472964;6612452,77561811
191003;"579, 801, 880";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6544888633945;17,9557739789469;666546,107015025;6616641,99188863
191004;"183";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,623370862144;17,6943909895764;651964,431145375;6612551,54808577
191006;"183";"01";"Stockholms";"0191";"Sigtuna";9592;"T0300";"Sigtuna";59,6220730490829;17,6859878394415;651496,507301857;6612387,89440053
191007;"183";"01";"Stockholms";"0191";"Sigtuna";9592;"T0300";"Sigtuna";59,6165080518433;17,6933678142966;651937,743690536;6611785,36785651
191008;"183";"01";"Stockholms";"0191";"Sigtuna";9592;"T0300";"Sigtuna";59,6176329478821;17,6894435426648;651711,374362148;6611901,5961569
191009;"183";"01";"Stockholms";"0191";"Sigtuna";9592;"T0300";"Sigtuna";59,6151044460723;17,6979318157997;652201,46489703;6611639,59876908
191010;"183";"01";"Stockholms";"0191";"Sigtuna";9592;"T0300";"Sigtuna";59,6145363128309;17,7111190778833;652947,725195253;6611606,67003172
191011;"183";"01";"Stockholms";"0191";"Sigtuna";9592;"T0300";"Sigtuna";59,6149859380668;17,7141570042939;653117,000638258;6611663,71563677
191015;"579";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6460254140958;17,6217914001719;647771,58468238;6614909,15783722
191016;"579";"01";"Stockholms";"0139";"Upplands-Bro";NA;NA;NA;59,641568929325;17,6090127467852;647071,091802438;6614384,747606
191017;"579";"01";"Stockholms";"0139";"Upplands-Bro";NA;NA;NA;59,6359486664589;17,6063885660559;646947,786872596;6613753,37159124
191018;"579";"01";"Stockholms";"0139";"Upplands-Bro";NA;NA;NA;59,6306763348602;17,5993341246075;646573,178601564;6613150,9370631
191019;"579";"01";"Stockholms";"0139";"Upplands-Bro";NA;NA;NA;59,5933022647055;17,6083050375785;647242,337151452;6609010,86626297
191025;"579";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6276027387879;17,7735499161029;656407,651517859;6613206,40645258
191027;"579";"01";"Stockholms";"0191";"Sigtuna";9592;"T0300";"Sigtuna";59,6247820974544;17,7531951911406;655273,254251616;6612844,69107057
191028;"183, 579";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6321301491639;17,7169560276449;653196,726123334;6613578,32697569
191040;"183, 579";"01";"Stockholms";"0191";"Sigtuna";9592;"T0300";"Sigtuna";59,6174530238021;17,7229096920437;653599,329605398;6611958,51984207
191042;"801, 806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6517285219587;17,9323211105723;665238,778343791;6616276,16696248
191044;"677, 808";"01";"Stockholms";"0188";"Norrtälje";21188;"T0252";"Norrtälje";59,7595784001121;18,6986009078429;707723,268531739;6630431,71280251
191045;"805, 857";"01";"Stockholms";"0188";"Norrtälje";4723;"T0176";"Hallstavik";60,0505747093242;18,5942610872895;700107,623957997;6662484,69617086
191067;"808";"01";"Stockholms";"0188";"Norrtälje";595;"T0144";"Edsbro";59,8953373006487;18,4914493183714;695299,670429888;6644905,49157417
191068;"808";"01";"Stockholms";"0188";"Norrtälje";595;"T0144";"Edsbro";59,8982813450174;18,5025199567069;695901,195839422;6645265,77101399
191069;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8997853114753;18,5171937495866;696712,51318579;6645476,62829323
191070;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,901926065904;18,5370343555719;697808,738246639;6645773,94604319
191071;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,9006547642348;18,5519650294209;698650,801317736;6645677,22106482
191074;"579, 593, 801, 806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6358691844761;17,9296864145501;665168,318111739;6614504,61755859
191076;"808, 808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,9046790631197;18,578938620891;700134,152644129;6646206,22623736
191077;"808";"01";"Stockholms";"0188";"Norrtälje";595;"T0144";"Edsbro";59,8966568382823;18,4958816615054;695539,688230913;6645065,39385786
191078;"808, 808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8863386280685;18,4204786339818;691383,954940291;6643696,95226839
191079;"579";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6474784587768;17,6348180134318;648499,126373493;6615099,96156502
191081;"579";"01";"Stockholms";"0139";"Upplands-Bro";NA;NA;NA;59,6123414040452;17,6059758611365;647027,703152518;6611124,85090719
191082;"579";"01";"Stockholms";"0139";"Upplands-Bro";NA;NA;NA;59,5902669790148;17,5959071818305;646555,905802818;6608645,60081265
191085;"880";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6402631154841;17,9405518030834;665758,944950474;6615020,70511997
191086;"579, 593, 801, 806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6447052192029;17,9285420631321;665060,422143422;6615485,136567
191087;"805";"01";"Stockholms";"0188";"Norrtälje";4723;"T0176";"Hallstavik";60,0600016544137;18,5965298446969;700176,729161539;6663540,39625991
191088;"579, 801, 806, 880";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6520762734423;17,9462699443268;666022,749508399;6616349,68176087
191089;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,9018583622786;18,5695674171763;699627,390799041;6645864,09679399
191113;"808";"01";"Stockholms";"0188";"Norrtälje";21188;"T0252";"Norrtälje";59,764255619824;18,6909396376878;707264,286001557;6630928,06413121
191114;"808";"01";"Stockholms";"0188";"Norrtälje";21188;"T0252";"Norrtälje";59,7700506225025;18,6826601534994;706763,818049496;6631546,89443369
191115;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7749578371865;18,6726451910238;706171,628826476;6632061,6209781
191116;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7791877772806;18,6710130347957;706053,97782863;6632527,12929102
191117;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7859755725738;18,6682278565678;705855,916583027;6633273,62257481
191118;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7973213519131;18,657793760854;705201,029098208;6634503,49177396
191119;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8005178531079;18,654519719999;704997,849346884;6634848,97348377
191120;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8048177733098;18,6500555887329;704721,229115438;6635313,54543965
191121;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8122136879211;18,6490277465775;704618,262914615;6636133,18530921
191122;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8179316513409;18,6508348176287;704684,440466481;6636774,90773194
191123;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8301488506475;18,6556951434975;704881,680265343;6638149,1312167
191124;"808";"01";"Stockholms";"0188";"Norrtälje";555;"T0348";"Svanberga";59,8385767685954;18,6596814113315;705053,088627999;6639099,09559438
191125;"808";"01";"Stockholms";"0188";"Norrtälje";555;"T0348";"Svanberga";59,8433643854321;18,6679266013278;705485,234167786;6639657,28676774
191126;"808";"01";"Stockholms";"0188";"Norrtälje";555;"T0348";"Svanberga";59,8500737433673;18,6712164180794;705627,999572177;6640413,92805752
191127;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8540981879838;18,6728302221319;705693,47629234;6640866,66724831
191128;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8585240122203;18,6811571606116;706132,106410397;6641384,94376126
191129;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8606864094662;18,687415337538;706468,895032644;6641645,01317063
191130;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8719716107757;18,6978598820149;706983,136487917;6642933,11346187
191132;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8850151329856;18,6784607265806;705817,342186683;6644323,73064605
191134;"808";"01";"Stockholms";"0188";"Norrtälje";21188;"T0252";"Norrtälje";59,76147272107;18,6900585277969;707232,091459956;6630615,71194094
191135;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,863696659105;18,6930871064871;706767,561393513;6641997,60652925
191136;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8815632525227;18,6970675370861;706879,178471971;6643997,71091939
191137;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8889741561484;18,6574631042352;704618,923743482;6644699,07890224
191138;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8967869008513;18,6157127076541;702237,208874789;6645439,95814793
191139;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,901830817919;18,5934687633274;700963,366149849;6645933,36854359
191140;"808";"01";"Stockholms";"0188";"Norrtälje";595;"T0144";"Edsbro";59,8945607792779;18,483271838192;694847,080636334;6644794,99216818
191141;"808";"01";"Stockholms";"0188";"Norrtälje";595;"T0144";"Edsbro";59,8940030507718;18,4740220400116;694333,240781577;6644705,74352817
191142;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8938144242206;18,4593507170863;693514,136666456;6644641,77173469
191143;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8949026639298;18,4512334190787;693054,015787215;6644739,15120184
191144;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8950788686301;18,4451345436713;692712,04243805;6644740,98393868
191145;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8781215965107;18,4095966480225;690822,558331693;6642751,24980949
191146;"808";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,8945616028489;18,4260581304089;691648,571800379;6644628,0417302
191147;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7415808961901;18,5249148615923;698081,371798981;6627897,72161071
191148;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7326821316164;18,5644636106827;700355,662615624;6627026,50928724
191149;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7383577702132;18,4014733152533;691167,1171239;6627176,7033074
191150;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,735329973743;18,2719926479385;683910,749747883;6626473,53312346
191151;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6515450328113;17,9556920288398;666556,089349929;6616314,16949629
191152;"579";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6586161883071;17,680917841911;651046,312855623;6616443,65899214
191153;"579";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6534278567775;17,6618943333396;649998,053586436;6615823,03781977
191154;"579";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,650280141792;17,6469795803061;649171,876936341;6615439,07148651
191155;"579";"01";"Stockholms";"0139";"Upplands-Bro";NA;NA;NA;59,6017282963696;17,6105982590995;647334,867369274;6609953,8079867
191156;"579";"01";"Stockholms";"0139";"Upplands-Bro";NA;NA;NA;59,5909082057815;17,6008815585836;646833,851790206;6608727,96023099
191157;"579, 801, 806, 880";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6480070533987;17,941966211075;665800,42207939;6615886,05982913
191158;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6465900985413;17,936891676328;665521,540500373;6615715,70019696
191159;"579, 593, 801, 806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6489913039231;17,9355538547337;665434,348635058;6615979,59498512
191166;"857";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;60,0762484486009;18,5201527353977;695832,057973963;6665119,14292269
191167;"183";"01";"Stockholms";"0191";"Sigtuna";9592;"T0300";"Sigtuna";59,614097982349;17,7035810208823;652524,607595931;6611540,54265568
191169;"579";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,627240788058;17,8751955790118;662139,147646069;6613410,00397639
191170;"579, 593, 801";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6320363464863;17,9090010483913;664021,323699577;6614026,76400523
191172;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7352540594249;18,2534883379078;682871,634354187;6626413,90184545
191173;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,73513806705;18,2611461106673;683302,467963835;6626422,14147931
191174;"593";"01";"Stockholms";"0184";"Solna";1584196;"T0336";"Stockholm";59,3764626097995;18,0142760499178;671245,006321356;6585850,21402274
191180;"898";"01";"Stockholms";"0180";"Stockholm";146102;"T0384";"Upplands Väsby och Sollentuna";59,4028220008443;17,9494048217581;667431,09369394;6588618,52296391
191182;"898";"01";"Stockholms";"0180";"Stockholm";146102;"T0384";"Upplands Väsby och Sollentuna";59,4046426011727;17,9571809086052;667863,326735193;6588840,7247754
191183;"898";"01";"Stockholms";"0180";"Stockholm";146102;"T0384";"Upplands Väsby och Sollentuna";59,4035140734253;17,9422456380925;667021,447977079;6588677,54720389
191185;"898";"01";"Stockholms";"0180";"Stockholm";146102;"T0384";"Upplands Väsby och Sollentuna";59,4076979066147;17,9466658200532;667251,629958846;6589154,25628248
191186;"898";"01";"Stockholms";"0180";"Stockholm";146102;"T0384";"Upplands Väsby och Sollentuna";59,4072489460183;17,9526787397961;667594,99379492;6589119,42463865
191210;"183";"01";"Stockholms";"0191";"Sigtuna";9592;"T0300";"Sigtuna";59,6159403922816;17,7176667149815;653310,575714893;6611778,04576671
191211;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6492945272275;17,9680546041842;667263,634020871;6616094,8057061
191214;"183";"01";"Stockholms";"0191";"Sigtuna";9592;"T0300";"Sigtuna";59,6245043398525;17,7041858451989;652511,523026227;6612700,16654093
191215;"183";"01";"Stockholms";"0191";"Sigtuna";9592;"T0300";"Sigtuna";59,6238007068156;17,7216939267275;653501,799294549;6612662,20405705
191216;"183";"01";"Stockholms";"0191";"Sigtuna";9592;"T0300";"Sigtuna";59,6272572146168;17,7013276694185;652337,912947211;6613000,0012125
191217;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,650075533446;17,9902802985871;668511,68200189;6616237,94856212
191218;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,651471800992;17,9986207331454;668974,457528127;6616414,54275981
191220;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6529330425331;18,0073387251894;669458,129435688;6616599,38971284
191221;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6528387179057;18,0193438790372;670134,769952703;6616619,60972485
191222;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6528561493459;18,0257499132561;670495,486136516;6616637,99054763
191223;"183, 579";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6486750649806;17,7022873398478;652294,930192208;6615386,03149835
191225;"579, 593, 801, 806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,647610123047;17,9293641712898;665092,463106496;6615810,46953962
191226;"183, 579";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6526343727938;17,6985724969026;652067,721346617;6615818,1893813
191227;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6567301967257;18,0419047488518;671385,59214882;6617110,729687
191228;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6624543329093;18,0469179563121;671638,650214839;6617760,69738965
191229;"183, 579";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6594347857033;17,6902080147401;651565,850149149;6616555,95162581
191230;"183";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6648037649188;17,6914675916135;651612,543919602;6617156,40598147
191231;"183";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6719981813311;17,6962737633705;651850,633221475;6617968,14690329
191233;"183";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6825486381924;17,7012005461856;652080,179387635;6619153,71416292
191234;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6663686088343;18,0480134563108;671680,314194526;6618199,13100474
191237;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,68561153043;18,0416983743955;671226,555962853;6620324,26154187
191238;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,693163075438;18,0448663286936;671366,216004189;6621172,81821117
191239;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,7025527373902;18,0434500349124;671238,57641211;6622214,0928232
191240;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,7103701271918;18,0510277010872;671624,695196629;6623103,64001182
191242;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7351483212606;18,2806950240274;684400,626948686;6626477,49170441
191243;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7326381142466;18,4226942100062;692391,936131;6626601,68638926
191244;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7342298805635;18,4144584069416;691920,139663366;6626754,9249459
191245;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7394794069585;18,1583765418947;677505,900438388;6626625,59670796
191246;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7387718024446;18,2376643255945;681963,542377655;6626761,80147205
191247;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7370672105311;18,290833944256;684959,601099633;6626719,25481507
191249;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,739190740851;18,3015052219048;685547,275023452;6626985,36370032
191250;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7343003659925;18,4397226254883;693338,948416481;6626836,17349998
191252;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7401145255081;18,1898903500401;679272,728651431;6626781,06503485
191253;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7330090838965;18,5587272067003;700031,474439541;6627045,56272681
191254;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7355122085477;18,4500286410168;693910,860790994;6627001,10765776
191255;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7335220236849;18,5423507861234;699108,504744923;6627053,33305035
191256;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,7203252622056;18,0548771149478;671790,073628852;6624221,46549254
191257;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7421167098987;18,1409140824351;676511,056964772;6626872,45509914
191258;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7407564274779;18,311246601001;686085,742389613;6627186,88401982
191259;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,735405313005;18,4077192980578;691534,841181638;6626866,22167302
191260;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,742923514749;18,13086537076;675942,381370042;6626935,52704409
191262;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7416143083946;18,2144943111098;680646,670189429;6627014,7423384
191263;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7418971703698;18,2049256335091;680107,688380904;6627020,18469336
191264;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7371415920198;18,465403017758;694764,986488052;6627227,46672875
191265;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7397087546964;18,3312530685484;687215,306345655;6627126,6347192
191267;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7362427668802;18,5315792285136;698487,299577764;6627323,73873127
191268;"677";"01";"Stockholms";"0188";"Norrtälje";5117;"T0280";"Rimbo";59,7403440275116;18,3206090010134;686613,901289581;6627167,31226724
191269;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7445339295315;18,1195018710687;675295,672148872;6627084,63568066
191270;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,737280730533;18,486388206311;695942,880986497;6627304,78601051
191271;"677";"01";"Stockholms";"0188";"Norrtälje";5117;"T0280";"Rimbo";59,7411426249968;18,3453804669435;688000,762311272;6627326,1606076
191272;"677";"01";"Stockholms";"0188";"Norrtälje";257;"T0164";"Finsta";59,7371051007307;18,4958560928943;696475,703743408;6627313,2671199
191273;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,745734349975;18,1068814822857;674580,568478465;6627184,92003852
191276;"677";"01";"Stockholms";"0188";"Norrtälje";5117;"T0280";"Rimbo";59,7430764850789;18,3554195598509;688553,715863962;6627569,85173429
191277;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7399919455695;18,516192448021;697600,905308882;6627694,90382713
191278;"677";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;59,7429221239392;18,38677515268;690315,576564578;6627642,276022
191282;"677";"01";"Stockholms";"0188";"Norrtälje";5117;"T0280";"Rimbo";59,74568296031;18,3760450595547;689697,303561757;6627918,7136113
191286;"677";"01";"Stockholms";"0188";"Norrtälje";21188;"T0252";"Norrtälje";59,7500568955003;18,6896614184174;707280,555493527;6629344,46292582
191287;"677";"01";"Stockholms";"0188";"Norrtälje";21188;"T0252";"Norrtälje";59,7545495537343;18,6944811693893;707523,259154721;6629859,3511477
191290;"805";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;60,0373687400752;18,5027431392872;695093,589577273;6660741,74673025
191291;"805";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;60,0387493280856;18,4922820424686;694503,174943559;6660864,52453946
191293;"805, 857";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;60,0416368760885;18,5570782842127;698092,403293494;6661378,25324209
191294;"805, 857";"01";"Stockholms";"0188";"Norrtälje";4723;"T0176";"Hallstavik";60,0487774836873;18,5780908502643;699218,781859068;6662235,88192574
191295;"805, 857";"01";"Stockholms";"0188";"Norrtälje";4723;"T0176";"Hallstavik";60,0498078110196;18,5897426278528;699860,86577441;6662385,69796776
191296;"857";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;60,0604515976105;18,5267049396163;696290,21106795;6663380,97944506
191297;"857";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;60,0800634890607;18,5119105415358;695351,241638062;6665519,2167718
191298;"857";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;60,0828962116279;18,5024896508924;694810,809892957;6665806,57835972
191299;"857";"01";"Stockholms";"0188";"Norrtälje";NA;NA;NA;60,0903129434566;18,4826525350474;693664,61018632;6666573,47534586
191300;"579, 593, 801";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6435487467288;17,9312004540795;665215,878826471;6615363,04680947
191301;"593";NA;NA;NA;NA;1584196;"T0336";"Stockholm";59,328706100679;18,0641931768482;674324,321148408;6580665,37314558
191304;"SL-pendeln";"01";"Stockholms";"0114";"Upplands Väsby";146102;"T0384";"Upplands Väsby och Sollentuna";59,5222371994118;17,9001796886034;664057,970383788;6601785,34299299
191306;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6706098878772;18,0467878644854;671589,630577842;6618667,95084297
191329;"805";"01";"Stockholms";"0188";"Norrtälje";4723;"T0176";"Hallstavik";60,0574908495786;18,599748668667;700370,993445427;6663270,80402805
191330;"805, 857";"01";"Stockholms";"0188";"Norrtälje";4723;"T0176";"Hallstavik";60,0504921818791;18,596894108252;700254,618719348;6662483,49040264
191332;"806";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6369306804567;17,9267920509534;664999,999315546;6614615,55310791
191333;"898";"01";"Stockholms";"0180";"Stockholm";146102;"T0384";"Upplands Väsby och Sollentuna";59,4085548545131;17,9403966095355;666891,726085309;6589233,87974812
191334;"898";"01";"Stockholms";"0180";"Stockholm";146102;"T0384";"Upplands Väsby och Sollentuna";59,4009970238213;17,9549950952306;667757,329450099;6588429,50965105
191347;"579, 593";"01";"Stockholms";"0191";"Sigtuna";NA;NA;NA;59,6489730524601;17,9300357139427;665123,594122564;6615963,82127836
191701;"SL-pendeln";"01";"Stockholms";"0163";"Sollentuna";146102;"T0384";"Upplands Väsby och Sollentuna";59,4766205595886;17,9142804224122;665077,968930563;6596743,59440561
191702;"SL-pendeln";"01";"Stockholms";"0163";"Sollentuna";146102;"T0384";"Upplands Väsby och Sollentuna";59,4583723165356;17,9244154741079;665741,18229216;6594737,98510785
191703;"SL-pendeln";"01";"Stockholms";"0163";"Sollentuna";146102;"T0384";"Upplands Väsby och Sollentuna";59,4442802169924;17,9323677778688;666260,872205156;6593189,55389983
191704;"SL-pendeln";"01";"Stockholms";"0163";"Sollentuna";146102;"T0384";"Upplands Väsby och Sollentuna";59,4290497562018;17,9478379938202;667212,79241455;6591533,38012474
191705;"SL-pendeln";"01";"Stockholms";"0163";"Sollentuna";146102;"T0384";"Upplands Väsby och Sollentuna";59,4091296963343;17,9622388674456;668128,073674574;6589352,84737447
191706;"SL-pendeln";"01";"Stockholms";"0184";"Solna";1584196;"T0336";"Stockholm";59,3809836028937;18,0001911181801;670422,483943388;6586317,16813048
191707;"SL-pendeln";"01";"Stockholms";"0184";"Solna";1584196;"T0336";"Stockholm";59,3651366796987;18,0101799586707;671069,436646869;6584579,29718902
191710;"SL-pendeln Bålst";"01";"Stockholms";"0139";"Upplands-Bro";8915;"T0112";"Bro";59,5118268772719;17,6345717964275;649084,357828595;6600000,95706052
191711;"SL-pendeln Bålst";"01";"Stockholms";"0139";"Upplands-Bro";12014;"T0220";"Kungsängen";59,4777479511248;17,7518558363157;655875,841355604;6596477,01326727
191712;"SL-pendeln Bålst";"01";"Stockholms";"0123";"Järfälla";1584196;"T0336";"Stockholm";59,4532388331465;17,8057537761867;659042,803796595;6593876,89728869
191713;"SL-pendeln Bålst";"01";"Stockholms";"0123";"Järfälla";1584196;"T0336";"Stockholm";59,4234381961503;17,8330698593842;660731,922398838;6590625,96000927
191714;"SL-pendeln Bålst";"01";"Stockholms";"0123";"Järfälla";NA;NA;NA;59,4035735737242;17,8687770157531;662852,29626622;6588502,03976588
191715;"SL-pendeln Bålst";"01";"Stockholms";"0180";"Stockholm";1584196;"T0336";"Stockholm";59,3833886178668;17,8986327003203;664644,320727308;6586329,13850925
191716;"SL-pendeln Bålst";"01";"Stockholms";"0183";"Sundbyberg";1584196;"T0336";"Stockholm";59,3606517559271;17,971298712576;668883,052853308;6583980,90454464
191718;"SL-pendeln, SL-pendeln Bålst";NA;NA;NA;NA;1584196;"T0336";"Stockholm";59,3311568616711;18,0590484283087;674019,230154092;6580924,63540305
191719;"SL-pendeln, SL-pendeln Bålst";"01";"Stockholms";"0180";"Stockholm";1584196;"T0336";"Stockholm";59,3433620377044;18,0459332751754;673211,32269758;6582248,63249607
191735;"579";"01";"Stockholms";"0191";"Sigtuna";29199;"T0240";"Märsta";59,6275316823266;17,8526637172007;660867,645735867;6613387,55980833
191736;"579";"01";"Stockholms";"0191";"Sigtuna";29199;"T0240";"Märsta";59,62642826319;17,8433784518073;660349,503041261;6613242,29057509
